標題,內文,連結
【台語世界／錄音】語言意識Ài建立,讀hōo你聽：,https://www.peoplemedia.tw/news/2f2fe904-c397-4b42-a521-5bc6aa0da9ce
【台語世界／錄音】我kap成大ê緣分,我kap成大ê緣份會使對高中時期講起，ùi高中 ê時去一chōa「大學之旅」開始--ê。會記ê 11年前因為學校hō͘阮去參觀大學，有台南--ê kap台中--ê，hō͘我印象上深--ê就是台南ê成功大學，學校內底有日式ê建築，真有古早味。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,Hit時春天尾去參觀，風微微仔吹--來，koh加上目睭前ê美景，真正是hō͘伊迷--去ah neh！自參觀轉--來，就一直懷念chit-ê校園，想講tiang時會當koh來chia chhit-thô。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,想bōe到，我kap伊ê緣份是因為學台語chiah khan--起來ê！高中卒業ê 6年後，因為有機會去高師大學台語羅馬字，老師講我學了bōe-bái，會使去考成大認證喔！我hit時想講：有影--喔？會當考試koh sūn-sòa去足久無去ê成大，想到chia，我ê心歡喜koh緊張就一直phi̍k-pho̍k-chháiⁿ。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,到考試ê前chi̍t暝，是緊張kah有夠歹睏--ê，隔工阮阿爸陪我考試，我不止仔歡喜m̄過mā是ē緊張。雖罔第一改考了無理想，m̄過會使koh看著心目中ê校園就有價值--ah!,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,尾仔上少1 tang攏會來chia考一擺試，甚至mā來台文系ê校區參加台語比賽，koh有著等--neh!,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,Tī今年2020 ê 8月份，我去考成大ê中學教育學分班，拍拚ê我koh真正有hō͘我考tiâu，本成我chiok歡喜考--著，m̄-koh tī我去讀冊了，身體出一寡狀況，就無法度繼續讀。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,我是jōa-nī-á愛Tâi-gí kap寫Tâi-bûn，mā真想欲去進修Tâi-gí師資班，kā Tâi-gí ê智識讀kah pá-tīⁿ。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,Tû-liáu智識，mā會當hō͘家己ê Tâi-gí眼界ē-sái koh-khah khui-khoah。Che是góa想像美麗ê風景，m̄-koh chit時我 m̄-sī無夠堅強，是chiò-tio̍h現實ê chit面鏡，góa只好hòng-hā。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,我用chi̍t-kóa-á時間，kā家己tháu-pàng kap歇喘。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,雖罔án-ne，厝 ê人mā是koh支持我 ê Tâi-gí 夢。In鼓勵我繼續為Tâi-gí拍拚。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,想--起來，我kap成大ê緣是遐爾仔深，這對我來講是足暢--ê代誌，mā誠做我人生特別ê經歷。,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,台灣字（白話字）版,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,Góa kap Sêng Tāi ê Iân-hūn   ,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Góa kap Sêng-tāi ê iân-hūn ē-sái tùi ko-tiong sî-kî kóng khí, ko-tiong ê sî khì chi̍t chōa “Tāi-ha̍k Chi Lú” khai-sí--ê. Ē kì ê 11 nî chêng in-ūi ha̍k-hāu hō͘ gún khí chham-koan tāi-ha̍k, ū Tâi-lâm--ê kap Tâi-tiong—ê. Hō͘ góa ìn-siōng siōng chhim--ê tō-sī Tâi-lâm ê Sêng-kong tāi-ha̍k, ha̍k-hāu lāi-té ū Ji̍t-sek ê kiàn-tio̍k, chin ū kó͘-chá-bī.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Hit sî chhun-thiⁿ bóe khì chham-koan, hong bî-bî-á chhoe--lâi, koh ka siōng ba̍k-chiu chêng ê bí-kéng, chin-chiàⁿ sī hō͘ i bî--khì--ah neh! Chū chham-koan tńg--lâi, tō it-ti̍t hoâi-liām chit ê hāu-hn̂g, siūⁿ kóng tiang-sî ē-tàng koh lâi chia chhit-thô.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Siūⁿ bōe kàu, góa kap i ê iân-hūn sī in-ūi o̍h Tâi-gí chiah khan--khí-lâi-ê! Ko-tiong chhut-gia̍p ê 6 nî āu, in-ūi ū ki-hōe khì Ko-su-tāi o̍h Tâi-gí Lô-má-jī. Lāu-su kóng góa o̍h liáu bōe-bái, ē-siá khì khó Sêng-tāi jīn-chèng o͘! Góa hit sî siūⁿ kóng, ū-iáⁿ--o͘? Ē-tàng khó-chhì koh sūn-sòa khì chiok kú bô khì ê Sêng-tāi, siūⁿ kàu chia, góa ê sim hoaⁿ-hí koh kín-tiuⁿ tō it-ti̍t phi̍k-pho̍k-chháiⁿ.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Kàu khó-chhì ê chêng chi̍t mê, sī kín-tiuⁿkah ū-kàu pháiⁿ khùn—ê, Keh-kang gún A-pah phôe góa khó-chhì, góa sī put-chí-á hoaⁿ-hí. M̄-koh mā-sī ē kín-tiuⁿ. Sui-bóng tē 1 kái khó liáu bô lí-sióng, m̄-koh ē-sái koh khòaⁿ-tio̍h sim-bo̍k tiong ê hāu-hn̂g tō ū kè-ta̍t--ah!",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Bóe--á siōng chió 1 tang lóng ē lâi chia khó chi̍t pái chhì, sīm-chì mā lâi Tâi-bûn hē ê hāu-khu chham-ka Tâi-gí pí-sài, koh ū tio̍h-téng--neh!",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Tī kin-nî 2020 ê 8 goe̍h-hūn, góa khì khó Sêng-tāi ê Tiong-ha̍k kàu-io̍k ha̍k-hun pan, phah-piàⁿ ê góa koh chin-chiàⁿ ū hō͘ góa khó-tiâu. Pún-chiâⁿ góa chiok hoaⁿ-hí khó--tio̍h, m̄-koh tī góa khì tha̍k-chheh liáu, sin-thé chhut chi̍t-kóa chōng-hóng, tō bô-hoat-tō͘ kè-sio̍k tha̍k.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Góa sī jōa-nī-á ài Tâi-gí kap siá Tâi-bûn, mā chin siūⁿ-beh khì chìn-siu Tâi-gí su-chu-pan, kā Tâi-gí ê tì-sek tha̍k kah pá-tīⁿ.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Tû-liáu tì-sek, mā ē-tàng hō͘ ka-tī ê Tâi-gí gán-kài ē-sái koh-khah khui-khoah. Che sī góa sióng-siōng bí-lē ê hong-kéng. M̄-koh chit sî ê góa m̄-sī bô-kàu kian-kiông, sī chiò-tio̍h hiān-si̍t ê chit bīn kiàⁿ, góa chí-hó hòng-hā.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Góa iōng chi̍t-kóa-á sî-kan, kā ka-tī tháu-pàng kap hioh-chhoán.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Sui-bóng án-ne, chhù--ê lâng mā-sī koh chi-chhî góa ê Tâi-gí bāng. In kó͘-lē góa kè-sio̍k ūi Tâi-gí phah-piàⁿ.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,"Siūⁿ--khí-lâi, góa kap Sêng-tāi ê iân sī hiah-nī-á chhim. Che tùi góa lâi kóng sī chiok thiòng ê tāi-chì, mā chiâⁿ-chò góa jîn-seng te̍k-piat ê keng-le̍k.",https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】我kap成大ê緣分,讀hōo你聽：,https://www.peoplemedia.tw/news/f47ee27c-c17d-409e-aaa8-8ae1f2abc7f8
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,按韓國2019年Burning Sun事件（勝利夜店事件）到最近「室Number N」事件，in ê共同點就是對女性「性剝削」。這是一種父權主義長期對女性ê迫害。雖罔1979年CEDAW（註3）已經佇聯合國大會通過「消除對婦女一切形式歧視公約」，確保男女佇教育、就業、保健、家庭、政治、法律、社會、經濟等各方面愛有平等ê權利。全世界目前有189 ê國家簽署加入。,https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,毋koh按現實面來看，e化世界發達ê網路為男性提供koh較利便ê平台將女性tòng做𨑨迌物仔，chiâⁿ做滿足男性濟濟欲望ê工具。以「室Number N」事件被害少女上小漢才11歲，遮hông騙來ê少女被逼拍性影片。加害人用百百款ê方式凌遲遮ê受害者，佇in ê身khu頂刺字、逼in食屎啉尿，甚至將蟲囥入in ê性器官，有ê連乳頭攏hông鉸--掉。Koh較惡質--ê竟然有會員佇群組招團欲去受害者ê厝共輪姦，這款夭壽代會員人數竟然有26萬，會當講遮ê人攏是共犯。這值得咱思考是啥原因會造成看別人受著性暴力kap凌遲，毋但無舉發，猶閣鬥相報招朋友來看，這款反形ê變態行為，到底是家庭抑是社會造成--ê? Á-sī人性本惡？,https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,論真講，父權體制長期烙佇思維影響咱ê生活。女性主義學者Jessica Ringrose、Rosalind Gill等人2013年發表ê一篇期刊，分析少年查埔囡仔會佇社群網站，包括Facebook、Blackberry、Messenger等互相交換查囡仔光khō-khō ê相片。研究發現，少年查埔囡仔ê「性交」表現出kap年紀、性別相關ê特定矛盾：in要求少年查囡仔做出特殊ê身體展示，表現「性感」。少年查埔囡仔會將tùi查囡仔hia討--來--ê赤體光khō ê相片佇網路ê群組「分享」hō͘其他ê查埔囡仔，來累積家己ê「人氣排名」，這款模式是一種貨幣kap價值ê形式，男性用按ne來建立權力ham各人ê威望。,https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,這種以父權chiâⁿ做中心ê社會價值造成對女性ê損蕩，按無仝ê角度探討壓迫女性這件代誌，「性別」無平等結構所形成ê鎖枷窮實對男女攏造成傷害。若是無理解生存法則根本m̄免建構佇對任和人ê剝削kap傷害，按ne反形ê價值觀kap體制就永遠無改變ê一工。,https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,"附註
1.室Number N事件：韓語：n번방 사건，mā叫做「博士房」（韓語：박사방）事件，指2018年下半年到2020年3--月間韓國發生ê用網路通訊軟體Telegram進行ê性剝削案件。[nop]
2.Khiap勢：Khiap-sì。醜陋/歹看。
3.CEDAW：《消除對婦女一切形式歧視公約》 (Convention on the Elimination of All Forms of Discrimination Against Women)。",https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,台灣字（白話字）版,https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,Hân-kok “Sek Number N” Sū-kiāⁿ（註1）Khòaⁿ Jîn-sèng Ê Khiap-sì（註2）    ,https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,"Àn Hân-kok 2019 nî Burning Sun sū-kiāⁿ (Sèng-lī iā-tiàm sū-kiāⁿ) kàu chòe-kīn “Sek Number N” sū-kiāⁿ, in ê kiōng-tông tiám tō-sī tùi lú-sèng “Sèng pak-siah.” Che sī chi̍t-chióng hū-kôan-chú-gī tn̂g-kî tùi lú-sèng ê pek-hāi. Sui-bóng 1979 nî CEDAW（註3） í-keng tī Liân-ha̍p-kok tāi-hōe thong-kòe “Siau-tû tùi hū-lú it-chhè hêng-sek kî-sī kong-iok”, khak-pó lâm lú tī kàu-io̍k, chiū-gia̍p, pó-kiāⁿ, ka-têng, chèng-tī, hoat-lu̍t, siā-hōe, keng-chè téng kok hong-bīn ài ū pêng-téng ê khoân-lī. Choân sè-kài bo̍k-chêng ū 189 ê kok-ka chhiam-sú ka-ji̍p.",https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,"M̄-koh àn hiān-si̍t-bīn lâi khòaⁿ, “e-hòa” sè-kài hoat-ta̍t ê bāng-lō͘ ūi lâm-sèng thê-kiong koh-khah lī-piān ê pêⁿ-tâi chiong lú-sèng tòng-chò chhit-thô mi̍h-á, chiâⁿ-chò boán-chiok lâm-sèng chē-chē io̍k-bōng ê kang-kū. Í “Sek Number N” sū-kiāⁿ pī-hāi siàu-lú siōng sè-hàn chiah 11 hòe, chia hông phiàn lâi ê siàu-lú pī pek phah sèng-iáⁿ-phìⁿ. Ka-hāi-jîn iōng pah-pah-khóan ê hong-sek lêng-tî chia-ê siū-hāi-chiá. Tī in ê sin-khu téng chhiah-jī, pek in chia̍h-sái lim-jiō, sīm-chì chiong thâng khǹg-ji̍p in ê sèng-khì-koan, ū--ê liân leng-thâu lóng hông ka--tiāu! Koh-khah ok-chit--ê kèng-jiân ū hōe-goân tī kûn-cho͘ chio-thoân beh khì siū-hāi-chiá ê chhù kā lûn-kan, chit-khóan iáu-siū-tāi hōe-goân jîn-sò͘ kèng-jiân ū 26 bān, ē-tàng kóng chia-ê lâng lóng sī kiōng-hoān! Che ta̍t-tit lán su-khó sī siáⁿ goân-in ē chō-sêng khòaⁿ pa̍t-lâng siū-tio̍h sèng-po̍k-le̍k kap lêng-tî, m̄-nā bô kí-hoat, iáu-koh tàu-sio-pò chio pêng-iú lâi khòaⁿ. Chit-khóan hoán-hêng ê piàn-thài hêng-ûi, tàu-té sī ka-têng ia̍h-sī siā-hōe chō-sêng--ê? Á-sī jîn-sèng pún ok? ",https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,"Lūn-chin kóng, hū-khoân thé-chè tn̂g-kî lo̍k tī su-î éng-hióng lán ê seng-oa̍h. Lú-sèng-chú-gī ha̍k-chiá Jessica Ringrose, Rosalind Gill téng lâng 2013 nî hoat-piáu ê chi̍t-phiⁿ kî-khan, hun-sek siàu-liân cha-po͘-gín-á ē tī siā-kûn bāng-chām, pau-koat Facebook, Blackberry, Messenger téng hō͘-siōng kau-ōaⁿ cha-bó͘ gín-á kng khō-khō ê siōng-phìⁿ. Gián-kiù hoat-hiān, siàu-liân cha-po͘-gín-á ê “Sèng-kau” piáu-hiān chhut kap nî-kí, sèng-pia̍t siong-koan ê te̍k-tēng mâu-tūn: In iau-kiû siàu-liân cha-bó͘ gín-á chò-chhut te̍k-sû ê sin-thé tián-sī, piáu-hiān “Sèng-kám”. Siàu-liân cha-po͘-gín-á ē chiong tùi cha-bó͘ gín-á hia thó--lâi-ê chhiah-thé kng-khō ê siòng-phìⁿ tī bāng-lō͘ ê kûn-chó͘ “Hun-hióng” hō͘ kî-tha ê cha-po͘-gín-á, lâi lúi-chek ka-kī ê “Jîn-khì pâi-miâ”, chit-khóan bô͘-sek sī chi̍t-chióng hòe-pè kap kè-ta̍t ê hêng-sek, lâm-sèng iōng án-ne lâi kiàn-li̍p khoân-le̍k hâm kok-jîn ê ui-bōng.",https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,"Chit-chióng í hū-khoân chiâⁿ-chò tiong-sim ê siā-hōe kè-ta̍it chō-sêng tùi lú-sèng ê sńg-tn̄g. Àn bô-kâng ê kak-tō͘ thàm-thó ap-pek lú-sèng chit-kiāⁿ tāi-chì, “Sèng-pia̍t” bô pêng-téng kiat-kò͘ só͘ hêng-sêng ê só-kê kêng-si̍t tùi lâm lú lóng chō-sèng siong-hāi. Nā-sī bô lí-kái seng-chûn hoat-chek kin-pún m̄-bián kiàn-kò͘ tī tùi jīm-hô lâng ê pak-siah kap siong-hāi. Án-ne hoán-hêng ê kè-ta̍t-koan kap thé-chè tō éng-oán bô kái-piàn ê chi̍t-kang.",https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,"附註
1.Sek Number N Sū-kiāⁿ: Hân-gí: n번방 사건, mā kiò-chò “ Phok-sū-pâng”（Hân-gí: 박사방） sū-kiāⁿ, chí 2018 nî ē-pòaⁿ-nî kàu 2020 nî 3--goe̍h kan Hân-kok hoat-seng ê iōng bāng-lō͘ thong-sìn nńg-thé Telegram chìn-hêng ê sèng-pak-siah àn-kiāⁿ.
2.Khiap-sì: Chhiú-lō͘ , Pháiⁿ-khòaⁿ.
3.CEDAW: Convention on the Elimination of All Forms of Discrimination Against Women. “Siau-tû tùi hū-lú it-chhè hêng-sek kî-sī kong-iok”.",https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】韓國「室Number N」事件（註1） 看人性Ê Khiap勢（註2）,讀hōo你聽：,https://www.peoplemedia.tw/news/4296a3e8-bbdb-4267-8da1-6501e9535be5
【台語世界／錄音】阮囝ê頭一隻狗,Chin-chiàⁿ家己飼狗是tùi 1997 年4月初開始。當初想 beh hō͘ gún囝有ㄧê 伴，tú好慈林合唱團ê朋友-秀芬in-tau收留 ê流浪狗「黑妞」生了8隻狗á囝，我tio̍h去kā 伊 pun一隻。Chı̍t到in-tau ê 倉庫，看tio̍h五六隻未斷奶ê狗á 囝，tī 狗母ê hûn-su邊sńg；其中一隻 kui hûn-su o͘ 色ê毛草，上特別是伊ê腳蹄、尾溜是白色，連面óa鼻仔ê中央mā有一liâu白色ê毛草。我chìn kah-ì，tio̍h講：「我beh ài chit隻。」秀芬提醒我講：一般人無ài飼白腳蹄ê狗！我講：「àn-ni我 koh-khah ài飼伊。」我毋敢掠狗，秀芬tio̍h kā伊khǹg入去布袋hō͘ 我kōaⁿ--tńg-來，伊就來做gún  tau ê 狗ah。,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,Sòa 落tio̍h ài kā伊hō名。拄好chhù內有囡仔版ê狗á圖鑑，gún chhōe tio̍h瑞士ê 「伯恩山犬」 kah伊ê 毛草有接近，to̍h叫伊「伯恩」(Hôa-gí)。Kúi-ā年了後，看tio̍h「我無憨我有話beh講」ê電影內底，hit 隻牧羊犬ê毛草kah「伯恩」 chìn 同款，後來chiah知 hit 款狗是叫「邊際牧羊犬」。Gún「伯恩」thàu 出來ê毛草tú好像hit 款，定定mā ē hō͘ 人誤會伊是名犬。,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,伯恩lóng 食阮chhù內chhun--ê飯菜。講是食chhun--ê，其實有時是專工留hō͘伊--ê。前tōa-koaⁿ有整船á，伊mā是船長，chhù內不sám時lóng有魚á，伯恩是食魚á攪飯，有時koh ē食tio̍h sa-sí-mih、烏魚chí、烏魚piō、烏魚kiān，伊ê毛草chìn kim，m̄ 知kah 食海產有關係無？,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,因為是飼第一隻狗khah 無經驗，無chhōa伊去做節育ê動作，伊tio̍h ē去mó͘ lám枕，有時ē khì mó͘人ê大腿，hô͘大人iah是囡仔 chìn 驚--o͘h！Gún mā tùi in感覺 chìn 歹勢。早起nā 牽伊出去，放hō͘伊四界走，有時ē走kah無看ê影，我趕beh上班 ，愛koh煩惱伊cháu無--去！後來chiah知影伊是去siáu狗母。,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,其實伊困擾阮ê代誌無chē，只有一件生活中ê大代誌~放屎。有chı̍t-chiām-á 伊寄tī阮前尪hia飼。可能是伊hō͘食siuⁿ chē骨頭，致使伯恩ê直腸歪去，無法度家己放屎，需要人鬥相共。Tú頭á我m̄知mê-kak，bú kah伊chìn痛，beh kā lâng咬，我掛厚ê長手囊kah伊拚，連阮囝mā無伊ê法度。因為我chìn驚，有時kúi-nā工才bú一擺。Hit段chı̍t冬外ê日子是上毋甘伊ê時陣。後來救星出現，阮室友Miso看阮bú hiah thiám，伊tio̍h講伊來試看māi，伊先對伯恩講：我是beh來kah你鬥相共，請你放輕鬆，我ē 勻勻á來！伊tio̍h用腳腿夾伯恩ê hûn-su，手輕輕á sak伊ê kha-chhng，上神奇ê是伯恩竟然乖乖á hō͘伊用，排便chìn順利，chìn佩服伊ê好手勢，koh來阮tio̍h學伊 ê動作，伯恩攏chìn配合，感謝Miso！,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,退休前，我bat調去Lâm-ò農會上班，伊 ē tòe我去羅東火車頭，有一擺 tòe 到月台，我叫伊tńg--khì，伊chìn聽話tio̍h tńg chhù 內等我。,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,2006年6月阮去新竹九寮tòa ㄧ站仔。Hit年ê寒天，有一工透早，我看tio̍h伯恩搖來搖去行tń--來，我當做伊是hō͘風吹ê關係。後來伊tio̍h開始吐。阮感覺伊可能是中毒--ah！Miso趕緊去拜託山kha竹南ê朋友，tú好in瑜珈學生ê尪是獸醫，禮拜歇睏嘛肯鬥相共，開車落山ê時，伯恩tó tī車底吐血出來，koh來換làu屎，我心內想：伊nā死tī我ê hûn-su邊，mā是一種安慰！chı̍t到診所，醫生隨kā伊注三支射，吩咐阮tńg去愛準備烏糖水hō͘ 伊lim，伯恩竟然好起來--ah！,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,伯恩是一隻chìn un-sûn ê狗，我 tòe Miso去幼兒園做chúi-kha ê 時，伊lóng chhut-chāi hō͘ hia-ê囡仔摸。有chit 位查某囡á自稱是「傻瓜婷」 tio̍h叫伯恩「牛奶糖」。Chit 10冬來伊bat pháng-kìⁿ kúi-nā pái，lóng chìn 好運有chhōe tńg--lâi 。,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,2007年9月18早起，因為風篩停班停課，阮趕去幼兒園處理浸規暝ê米，想beh載伊去，車庫內看無狗，想講先去處理公事遮koh講。想袂到對幼兒園tńg來mā無看tio̍h伊，我cháu去羅東chhōe chìn有名ê算命仙問伯恩ê下落，伊先用紙牌á hō͘阮抽，我抽着ê紙牌頂面是畫一口水井，算命仙tiō講伯恩伊無走hūiⁿ，tī gún-tau附近。M̄-koh我去gún-tau附近大聲hiàm「伯恩、 伯恩⋯」 lóng無看tioh心愛ê伯恩，tio̍h án-ni 伊無koh tńg 來，hō͘ gún chìn 艱苦！我想伊可能是 koh去siáu狗母，hō͘人 lia̍h--去ah！,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,伊 pháng-kìⁿ ê頭三個月，因為chìn想伊，tú好我tī羅東社區大學上畫圖班，我tio̍h借tio̍h彩筆將我ê思念kah畫出來。Miso為chit pak圖hō chi̍t ê chìn浪漫ê名~Tī 每一ê空間，想--你。Chit-chân代誌 mā hō͘我深深體會tio̍h chit句話～愛毋通拖。,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,Hō͘ lín ioh，後來我koh tú tio̍h kúi 隻狗？,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,阮囝ê頭一隻狗，伊ê腳蹄、尾溜是白色，連面óa鼻仔ê中央mā有一liâu白色ê毛草。。示意圖／Pixabay,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,台灣字（白話字）版,https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
【台語世界／錄音】阮囝ê頭一隻狗,"Chin-chiàⁿ ka-tī chhī-káu sī tùi 1997 nî 4 goa̍t chhe chiah khai-sí. Tong-chho͘ sióng beh hō͘ gún kiáⁿ ū chi̍t-ê phoān. Tú-hó Chû-nâ ha̍p-chhiùⁿ thoân ê pêng-iú--Siù-hun in-tau siu-liû ê liû-lōng káu ""Hek nui ""seⁿ liáu 8 chiah káu á kiáⁿ. Góa tio̍h khì kā i pun chi̍t chiah lāi chhī. Chı̍t kàu in-tau ê chhng-khò͘, khòaⁿ tio̍h gō͘ la̍k chiah bōe tn̄g-leng ê káu á kiáⁿ tī káu-bú ê hûn-su piⁿ sńg. Kî-tiong chi̍t chiah kui hûn-su o͘-sek ê mo͘-chháu, siōng te̍k-pia̍t sī i ê kha-tê, bóe-liu sī pe̍h--ê, liân bīn óa phīⁿ-á ê tiong-ng mā ū it liâu pe̍h-sek mo͘-chháu. Góa chìn kah-ì, tio̍h kóng, “Góa beh ài chit chiah.“ Siù-hun thê-chhéⁿ góa, “It-poaⁿ lâng bô ài pe̍h kha-tê ê káu o͘h!“ Góa kóng, “Án-ni góa koh-khah ài chhī i.“ Góa m̄ káⁿ lia̍h káu, tio̍h kah i kóaⁿ jı̍p khì pò͘-tē kōaⁿ--tńg-lâi. I tio̍h lâi chò gún tau ê káu ah.",https://www.peoplemedia.tw/news/6cec34c9-bdcc-42b8-9b6f-9a27813af4cd
